"laptop_ID","Company","Product","TypeName","Inches","ScreenResolution","RamGB","OpSys","Weight","Price_euros","Procesor","TaktGHz","Karta Graficzna","Memory","Memory_type"
"171","Dell","Inspiron 5577","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.56","1060.49","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"172","Acer","Aspire A517-51G","Notebook","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","3","854","Intel Core-i5","1.6","Nvidia GeForce","256","SSD"
"173","HP","ProBook 430","Notebook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.49","754","Intel Core-i5","1.6","Intel UHD","500","HDD"
"174","Huawei","MateBook X","Ultrabook","13","IPS Panel Full HD 2160x1440","8","Windows 10","1.05","1349","Intel Core-i5","2.5","Intel HD","256","SSD"
"175","HP","17-bs001nv (i5-7200U/6GB/2TB/Radeon","Notebook","17.3","IPS Panel Full HD 1920x1080","6","Windows 10","2.71","699","Intel Core-i5","2.5","AMD Radeon","2048","HDD"
"176","Lenovo","IdeaPad 320-15AST","Notebook","15.6","1366x768","4","No OS","2.2","309","AMD Series","2.9","AMD Radeon","500","HDD"
"177","Toshiba","Satellite Pro","Notebook","15.6","1366x768","4","Windows 10","2","489","Intel Core-i3","2.4","Intel HD","500","HDD"
"178","HP","ProBook 470","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.5","923","Intel Core-i5","1.6","Nvidia GeForce","256","SSD"
"179","Dell","Inspiron 3567","Notebook","15.6","1366x768","8","Windows 10","2.3","459","Intel Core-i3","2.4","Intel HD","1024","HDD"
"180","Acer","Aspire A315-51","Notebook","15.6","1366x768","4","Windows 10","2.1","449","Intel Core-i3","2","Intel HD","128","SSD"
"181","MSI","GT80S 6QF-074US","Gaming","18.4","Full HD 1920x1080","32","Windows 10","4.4","2799","Intel Core-i7","2.9","Nvidia GTX","1536","Hybrid"
"182","Lenovo","V310-15IKB (i5-7200U/8GB/1TB","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","813","Intel Core-i5","2.5","AMD R","1024","HDD"
"183","HP","Spectre x360","2 in 1 Convertible","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","8","Windows 10","1.29","1499","Intel Core-i5","1.6","Intel UHD","256","SSD"
"184","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","16","Linux","2.02","1049","Intel Core-i7","1.8","AMD Radeon","2048","HDD"
"185","Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.23","1399","Intel Core-i5","1.6","Intel UHD","256","SSD"
"186","Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","1.4","1849","Intel Core-i7","1.8","Intel UHD","512","SSD"
"187","Toshiba","Satellite Pro","Notebook","15.6","1366x768","8","Windows 10","2","793","Intel Core-i5","2.5","Intel HD","128","SSD"
"188","Xiaomi","Mi Notebook","Notebook","15.6","IPS Panel Full HD 1920x1080","8","No OS","1.95","1199","Intel Core-i5","1.6","Nvidia GeForce","256","SSD"
"189","Dell","Inspiron 7773","Notebook","17.3","Full HD / Touchscreen 1920x1080","16","Windows 10","2.77","1549","Intel Core-i7","1.8","Nvidia GeForce","512","SSD"
"190","Dell","XPS 15","Notebook","15.6","4K Ultra HD / Touchscreen 3840x2160","16","Windows 10","2.06","2397","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"191","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","No OS","2.4","779","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"192","Acer","Swift 7","Ultrabook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.12","989","Intel Core-i5","1.2","Intel HD","256","SSD"
"193","Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.8","1085","Intel Core-i7","1.8","AMD Radeon","1024","HDD"
"194","Lenovo","Thinkpad Yoga","2 in 1 Convertible","14","Touchscreen 2560x1440","16","Windows 10","1.42","2824","Intel Core-i7","2.7","Intel HD","1024","SSD"
"195","Vero","K147 (N3350/4GB/32GB/FHD/W10)","Notebook","14","IPS Panel Full HD 1920x1080","4","Windows 10","1.3","260","Intel","1.1","Intel HD","32","Flash_Storage"
"196","Xiaomi","Mi Notebook","Ultrabook","13.3","IPS Panel Full HD 1920x1080","8","No OS","1.3","999.9","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"197","Lenovo","IdeaPad 320-17IKBR","Notebook","17.3","1600x900","8","No OS","2.8","698","Intel Core-i5","1.6","Nvidia GeForce","256","SSD"
"198","Dell","Inspiron 5379","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.62","839","Intel Core-i7","1.8","Intel UHD","1024","HDD"
"199","HP","ProBook 470","Notebook","17.3","IPS Panel Full HD 1920x1080","8","Windows 10","2.5","914","Intel Core-i5","1.6","Nvidia GeForce","1024","HDD"
"200","Razer","Blade Pro","Gaming","17.3","4K Ultra HD / Touchscreen 3840x2160","32","Windows 10","3.49","6099","Intel Core-i7","2.9","Nvidia GeForce","1024","SSD"
"201","HP","ProBook 430","Notebook","13.3","Full HD 1920x1080","8","Windows 10","1.49","959","Intel Core-i5","1.6","Intel UHD","512","SSD"
"202","HP","Omen 17-W295","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","3.35","1379","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"203","HP","Probook 470","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.5","1045","Intel Core-i7","1.8","Nvidia GeForce","256","SSD"
"204","Dell","Inspiron 7577","Gaming","15.6","IPS Panel 4K Ultra HD 3840x2160","16","Windows 10","2.65","1845","Intel Core-i7","2.8","Nvidia GeForce","1536","Hybrid"
"205","Lenovo","V110-15ISK (i5-6200U/4GB/128GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","493","Intel Core-i5","2.3","Intel HD","128","SSD"
"206","Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.23","742","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"207","Lenovo","Legion Y720-15IKB","Gaming","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","3.2","1749","Intel Core-i7","2.8","Nvidia GeForce","1536","Hybrid"
"208","Dell","Precision 7520","Workstation","15.6","4K Ultra HD 3840x2160","16","Windows 10","2.8","3055","Intel Xeon","3","Nvidia Quadro","1024","HDD"
"209","Lenovo","Legion Y520-15IKBN","Gaming","15.6","Full HD 1920x1080","16","No OS","2.4","1398","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"210","Dell","Inspiron 3567","Notebook","15.6","Touchscreen 1366x768","6","Windows 10","2.3","439","Intel Core-i3","2.4","Intel HD","1024","HDD"
"211","Dell","XPS 13","Ultrabook","13.3","IPS Panel 4K Ultra HD / Touchscreen 3840x2160","8","Windows 10","1.21","1949","Intel Core-i7","1.8","Intel UHD","256","SSD"
"212","Dell","XPS 13","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.2","1449","Intel Core-i7","1.8","Intel UHD","256","SSD"
"213","Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","1366x768","8","Windows 10","2.2","597","Intel Core-i5","2.5","Intel HD","256","SSD"
"215","Acer","Aspire 7","Notebook","15.6","Full HD 1920x1080","8","Linux","2.4","779","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"216","Asus","ROG GL703VD-GC028T","Gaming","17.3","Full HD 1920x1080","16","Windows 10","2.9","1407","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"217","HP","15-bs018nq (i3-6006U/4GB/500GB/FHD/No","Notebook","15.6","Full HD 1920x1080","4","No OS","2.1","349","Intel Core-i3","2","Intel HD","500","HDD"
"218","Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","8","No OS","2.2","549","Intel Core-i5","2.5","Intel HD","256","SSD"
"219","Huawei","MateBook X","Ultrabook","13","IPS Panel Full HD 2160x1440","8","Windows 10","1.05","1499","Intel Core-i7","2.7","Intel HD","512","SSD"
"220","Dell","Inspiron 5370","Ultrabook","13.3","IPS Panel Full HD 1920x1080","8","Windows 10","1.4","931.88","Intel Core-i7","1.8","AMD Radeon","256","SSD"
"221","Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","8","No OS","2.8","589","Intel Core-i5","2.5","Nvidia GeForce","1024","HDD"
"222","HP","Probook 440","Notebook","14","Full HD 1920x1080","8","Windows 10","1.63","1031","Intel Core-i7","1.8","Nvidia GeForce","256","SSD"
"223","Dell","Latitude 5490","Ultrabook","14","Full HD 1920x1080","8","Windows 10","1.6","1149","Intel Core-i5","1.6","Intel UHD","256","SSD"
"224","Dell","Inspiron 5379","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","16","Windows 10","1.62","1279","Intel Core-i7","1.8","Intel UHD","512","SSD"
"225","Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","8","Linux","2.2","677.35","Intel Core-i5","1.6","AMD Radeon","256","SSD"
"226","Lenovo","Yoga 520-14IKB","2 in 1 Convertible","14","IPS Panel Full HD 1920x1080","8","Windows 10","1.74","899","Intel Core-i5","1.6","Intel UHD","256","SSD"
"227","Toshiba","Portege Z30-C-16L","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.2","1363","Intel Core-i7","2.5","Intel HD","256","SSD"
"228","HP","ProBook 450","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.1","794","Intel Core-i5","1.6","Intel UHD","1024","HDD"
"229","Dell","Alienware 17","Gaming","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","4.42","2456.34","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"230","Acer","Aspire E5-576G","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.2","832","Intel Core-i7","2.7","Nvidia GeForce","256","SSD"
"231","Dell","Inspiron 5567","Notebook","15.6","Full HD / Touchscreen 1920x1080","16","Windows 10","2.3","859.01","Intel Core-i7","2.7","AMD Radeon","1024","HDD"
"232","Asus","Vivobook X541UV-DM1217T","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2","769","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"233","Asus","K756UX-T4340T (i5-7200U/8GB/500GB","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.69","891","Intel Core-i5","2.5","Nvidia GeForce","756","Hybrid"
"234","HP","ZBook 15u","Notebook","15.6","Full HD 1920x1080","8","Windows 10","1.9","1269","Intel Core-i7","2.7","AMD FirePro","1024","HDD"
"235","Asus","Pro P2540UA-XO0198T","Notebook","15.6","1366x768","4","Windows 10","2.37","398.99","Intel Core-i3","2.4","Intel HD","1024","HDD"
"236","HP","15-rb013nv (E2-9000e/4GB/500GB/W10)","Notebook","15.6","1366x768","4","Windows 10","2.1","330","AMD Series","1.5","AMD Radeon","500","HDD"
"237","Lenovo","Legion Y720-15IKB","Gaming","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","3.2","1499","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"238","Dell","Vostro 5468","Notebook","14","Full HD 1920x1080","8","Windows 10","1.6","859","Intel Core-i5","2.5","Intel HD","256","SSD"
"239","Acer","Aspire R7","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.6","689","Intel Core-i5","2.3","Intel HD","256","SSD"
"240","Dell","Inspiron 5567","Notebook","15.6","Full HD 1920x1080","16","Linux","2.36","899","Intel Core-i7","2.7","AMD Radeon","256","SSD"
"241","Acer","Aspire A315-51","Notebook","15.6","1366x768","4","Linux","2.1","390","Intel Core-i3","2","Intel HD","1024","HDD"
"242","Asus","X555QG-DM242T (A10-9620P/4GB/1TB","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.2","575","AMD Series","2.5","AMD Radeon","1024","HDD"
"243","Asus","ROG G703VI-E5062T","Gaming","17.3","Full HD 1920x1080","32","Windows 10","4.7","3890","Intel Core-i7","2.9","Nvidia GeForce","1536","Hybrid"
"244","Acer","Nitro AN515-51","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.5","846","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"245","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","1366x768","8","Windows 10","2.2","589","Intel Core-i3","2","Intel HD","128","SSD"
"246","Asus","VivoBook Pro","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.1","1145","Intel Core-i7","1.8","Nvidia GeForce","1024","HDD"
"247","Asus","F756UX-T4201D (i7-7500U/8GB/128GB","Notebook","17.3","Full HD 1920x1080","8","No OS","2.69","889","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"248","Dell","Inspiron 5577","Gaming","15.6","Full HD 1920x1080","8","Windows 10","2.56","879","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"249","Lenovo","Yoga 910-13IKB","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.38","1079","Intel Core-i7","2.7","Intel HD","256","SSD"
"250","Dell","Inspiron 5570","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.2","985","Intel Core-i7","1.8","AMD Radeon","2048","HDD"
"251","HP","15-bs015dx (i5-7200U/8GB/1TB/W10)","Notebook","15.6","Touchscreen 1366x768","8","Windows 10","2.04","559","Intel Core-i5","2.5","Intel HD","1024","HDD"
"252","Asus","Rog G701VIK-BA060T","Gaming","17.3","Full HD 1920x1080","16","Windows 10","3.6","2999","Intel Core-i7","2.9","Nvidia GeForce","256","SSD"
"253","HP","ProBook 430","Notebook","13.3","IPS Panel Full HD 1920x1080","4","Windows 10","1.49","675","Intel Core-i5","1.6","Intel UHD","500","HDD"
"254","Apple","MacBook Pro","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","8","macOS","1.37","2040","Intel Core-i5","3.1","Intel Iris","512","SSD"
"255","Dell","Inspiron 5579","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","2.08","819","Intel Core-i7","1.8","Intel UHD","1024","HDD"
"256","Asus","ROG G752VSK-GC493T","Gaming","17.3","Full HD 1920x1080","16","Windows 10","4.3","1799","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"257","Asus","X505BP-BR019T (A9-9420/4GB/1TB/Radeon","Notebook","15.6","1366x768","4","Windows 10","1.68","469","AMD Series","3","AMD Radeon","1024","HDD"
"258","Lenovo","Yoga 920-13IKB","2 in 1 Convertible","13.9","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","1.37","1849","Intel Core-i7","1.8","Intel UHD","512","SSD"
"259","Acer","Aspire 5","Notebook","17.3","IPS Panel Full HD 1920x1080","4","Windows 10","3","702","Intel Core-i3","2.7","Nvidia GeForce","256","SSD"
"260","Dell","Vostro 5370","Ultrabook","13.3","Full HD 1920x1080","8","Windows 10","1.41","949","Intel Core-i5","1.6","Intel UHD","256","SSD"
"261","HP","15-BW094nd (A6-9220/8GB/128GB/W10)","Notebook","15.6","1366x768","8","Windows 10","1.91","445.9","AMD Series","2.5","AMD Radeon","128","SSD"
"262","HP","Envy 17-U275cl","Notebook","17.3","IPS Panel Full HD 1920x1080","16","Windows 10","2.9","1059","Intel Core-i7","1.8","Nvidia GeForce","1024","HDD"
"263","MSI","GT73EVR 7RE","Gaming","17.3","Full HD 1920x1080","16","Windows 10","4.14","2499","Intel Core-i7","2.8","Nvidia GeForce","1536","Hybrid"
"264","Lenovo","Yoga 720-15IKB","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","8","Windows 10","2","1699","Intel Core-i7","2.8","Nvidia GeForce","512","SSD"
"265","Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.8","1142","Intel Core-i7","1.8","AMD Radeon","1024","HDD"
"266","Lenovo","IdeaPad 320-15ISK","Notebook","15.6","Full HD 1920x1080","4","No OS","2.2","444","Intel Core-i3","2","Intel HD","256","SSD"
"267","HP","ProBook 450","Notebook","15.6","IPS Panel Full HD 1920x1080","4","Windows 10","2.1","722","Intel Core-i5","1.6","Intel HD","500","HDD"
"268","Dell","Vostro 3568","Notebook","15.6","Full HD 1920x1080","4","Windows 10","2.18","657","Intel Core-i5","2.5","Intel HD","1024","HDD"
"269","Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.24","565","Intel Core-i5","2.5","AMD Radeon","1024","HDD"
"270","Dell","Inspiron 5579","2 in 1 Convertible","15.6","Full HD / Touchscreen 1920x1080","8","Windows 10","2.67","799","Intel Core-i5","1.6","Intel UHD","256","SSD"
"271","Asus","ZenBook Flip","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","8","Windows 10","1.1","1499","Intel Core-i7","1.8","Intel UHD","1024","SSD"
"272","Lenovo","IdeaPad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","4","No OS","2.2","467","Intel Core-i5","2.5","Intel HD","1024","HDD"
"273","HP","Probook 470","Notebook","17.3","Full HD 1920x1080","8","Windows 10","2.5","1018","Intel Core-i7","1.8","Nvidia GeForce","1024","HDD"
"274","Lenovo","V330-15IKB (i7-8550U/8GB/256GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.05","880","Intel Core-i7","1.8","Intel UHD","256","SSD"
"275","Apple","MacBook Pro","Ultrabook","13.3","IPS Panel Retina Display 2560x1600","8","macOS","1.37","1958.9","Intel Core-i5","2.9","Intel Iris","512","SSD"
"276","Asus","Rog Strix","Gaming","17.3","Full HD 1920x1080","16","Windows 10","3.2","1549","AMD Ryzen","3","AMD Radeon","1024","HDD"
"277","Dell","Inspiron 3576","Notebook","15.6","Full HD 1920x1080","8","Linux","2.14","735.07","Intel Core-i7","1.8","AMD Radeon","256","SSD"
"278","Lenovo","ThinkPad X1","2 in 1 Convertible","14","Touchscreen 2560x1440","16","Windows 10","1.36","2499","Intel Core-i7","2.6","Intel HD","512","SSD"
"279","Toshiba","Satellite Pro","Notebook","15.6","1366x768","8","Windows 10","2.2","812","Intel Core-i7","2.5","Nvidia GeForce","500","HDD"
"280","Dell","Inspiron 5567","Notebook","15.6","1366x768","12","Windows 10","2.3","713.07","Intel Core-i7","2.7","Intel HD","1024","HDD"
"281","Dell","Inspiron 5770","Notebook","17.3","Full HD 1920x1080","8","Linux","2.8","1099","Intel Core-i7","1.8","AMD Radeon","1024","HDD"
"282","Acer","Aspire A515-51G","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.2","745","Intel Core-i7","1.8","Nvidia GeForce","1024","HDD"
"283","Lenovo","IdeaPad 320-17ISK","Notebook","17.3","1600x900","4","Windows 10","2.8","489","Intel Core-i3","2","Intel HD","1024","HDD"
"284","Lenovo","IdeaPad 320-17IKBR","Notebook","17.3","Full HD 1920x1080","8","No OS","2.8","849","Intel Core-i7","1.8","Nvidia GeForce","2048","HDD"
"285","Lenovo","IdeaPad 320-17IKB","Notebook","17.3","1600x900","6","Windows 10","2.8","859","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"286","Dell","Inspiron 3567","Notebook","15.6","Full HD 1920x1080","4","Linux","2.25","428","Intel Core-i3","2.0","AMD Radeon","1024","HDD"
"287","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","2.5","829","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"288","Lenovo","Ideapad 320-15IKBN","Notebook","15.6","Full HD 1920x1080","6","Windows 10","2.2","579","Intel Core-i5","2.5","Intel HD","256","SSD"
"289","Acer","Aspire A517-51G","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","3","951","Intel Core-i7","1.8","Nvidia GeForce","256","SSD"
"290","Acer","SP315-51 (i7-7500U/12GB/1TB/FHD/W10)","Notebook","15.6","IPS Panel Full HD / Touchscreen 1920x1080","12","Windows 10","2.15","659","Intel Core-i7","2.7","Intel HD","1024","HDD"
"291","Lenovo","Thinkpad T570","Notebook","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","1.95","1097","Intel Core-i7","2.7","Intel HD","256","SSD"
"292","Asus","VivoBook S15","Ultrabook","15.6","Full HD 1920x1080","8","Windows 10","1.7","977","Intel Core-i5","2.5","Nvidia GeForce","256","SSD"
"293","Lenovo","Legion Y520-15IKBN","Gaming","15.6","IPS Panel Full HD 1920x1080","16","Windows 10","2.5","1179","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"294","Lenovo","IdeaPad 320-15IKB","Notebook","15.6","Full HD 1920x1080","8","No OS","2.2","659.01","Intel Core-i7","2.7","Nvidia GeForce","1024","HDD"
"295","Acer","Chromebook C910-C2ST","Notebook","15.6","1366x768","2","Chrome OS","2.19","199","Intel","1.5","Intel HD","16","SSD"
"296","Asus","FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce","Gaming","17.3","Full HD 1920x1080","8","Windows 10","3","1187","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"297","HP","17-BS037cl (i3-6006U/8GB/1TB/W10)","Notebook","17.3","1600x900","8","Windows 10","2.54","489","Intel Core-i3","2","Intel HD","1024","HDD"
"298","Dell","XPS 15","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2","1829","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"299","Lenovo","V330-15IKB (i5-8250U/8GB/256GB/FHD/W10)","Notebook","15.6","Full HD 1920x1080","8","Windows 10","2.05","739","Intel Core-i5","1.6","Intel UHD","256","SSD"
"300","Lenovo","Legion Y720-15IKB","Gaming","15.6","IPS Panel Full HD 1920x1080","8","Windows 10","3.2","1299","Intel Core-i7","2.8","Nvidia GeForce","1024","HDD"
"301","Acer","Aspire A715-71G","Notebook","15.6","Full HD 1920x1080","8","Linux","2.5","979","Intel Core-i7","2.8","Nvidia GeForce","256","SSD"
"302","Dell","Precision 7720","Workstation","17.3","Full HD 1920x1080","16","Windows 10","3.42","2884.86","Intel Core-i7","2.9","Nvidia Quadro","256","SSD"
"303","Lenovo","IdeaPad 310-15ABR","Notebook","15.6","Full HD 1920x1080","6","Windows 10","2.4","499","AMD Series","2.4","AMD Radeon","1024","HDD"
